ID,Body,Question,Equation,Answer,Type,question_concat
chal-268,For the walls of the house he would use 12 large planks of wood and 17 small planks. If each large plank of wood needs 14 pieces of nails to be secured and each small plank needs 25 nails.,How many planks does John need for the house wall?,( 12.0 + 17.0 ),29,Addition,For the walls of the house he would use 12 large planks of wood and 17 small planks. If each large plank of wood needs 14 pieces of nails to be secured and each small plank needs 25 nails. How many planks does John need for the house wall?
chal-871,Steven has 18 peaches. Jake has 12 fewer peaches than Steven who has 8 more peaches than Jill.,How many peaches does Jill have?,( 18.0 - 8.0 ),10,Subtraction,Steven has 18 peaches. Jake has 12 fewer peaches than Steven who has 8 more peaches than Jill. How many peaches does Jill have?
chal-536,Next on his checklist is wax to stick the feathers together. If he currently has 11 g of wax and the feathers require a total of 492 g of wax,How many more grams of wax does he need?,( 492.0 - 11.0 ),481,Subtraction,Next on his checklist is wax to stick the feathers together. If he currently has 11 g of wax and the feathers require a total of 492 g of wax How many more grams of wax does he need?
chal-579,There are 18 bananas in Philip's banana collection. If the bananas are organized into groups of size 2,How many groups are there?,( 18.0 / 2.0 ),9,Common-Division,There are 18 bananas in Philip's banana collection. If the bananas are organized into groups of size 2 How many groups are there?
chal-846,Allan brought 2 balloons and Jake brought 6 balloons to the park. Allan then bought 3 more balloons at the park.,How many more balloons did Jake have than Allan in the park?,( 6.0 - ( 2.0 + 3.0 ) ),1,Subtraction,Allan brought 2 balloons and Jake brought 6 balloons to the park. Allan then bought 3 more balloons at the park. How many more balloons did Jake have than Allan in the park?
chal-969,Julia played tag with 13 kids on monday and 10 kids on tuesday. She played cards with 15 kids on wednesday.,How many kids did she play with altogether?,( ( 13.0 + 10.0 ) + 15.0 ),38,Addition,Julia played tag with 13 kids on monday and 10 kids on tuesday. She played cards with 15 kids on wednesday. How many kids did she play with altogether?
chal-84,In a school there are 632 girls and 410 boys. 465 more girls joined the school.,How many more girls than boys does the school have?,( ( 632.0 + 465.0 ) - 410.0 ),687,Subtraction,In a school there are 632 girls and 410 boys. 465 more girls joined the school. How many more girls than boys does the school have?
chal-41,Mary is baking a cake. The recipe calls for 12 cups of flour and 5 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flour,How many cups of flour did she put in?,( 12.0 - 2.0 ),10,Subtraction,Mary is baking a cake. The recipe calls for 12 cups of flour and 5 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flour How many cups of flour did she put in?
chal-609,At the arcade Dave had won 19 tickets. If he used 12 to buy some toys and 7 more to buy some clothes,How many more tickets did Dave use to buy toys than he did to buy clothes?,( 12.0 - 7.0 ),5,Subtraction,At the arcade Dave had won 19 tickets. If he used 12 to buy some toys and 7 more to buy some clothes How many more tickets did Dave use to buy toys than he did to buy clothes?
chal-593,Robin has some packages of gum. There are 3 pieces in each package and a total of 42 pieces of gum.,How many packages does Robin have?,( 42.0 / 3.0 ),14,Common-Division,Robin has some packages of gum. There are 3 pieces in each package and a total of 42 pieces of gum. How many packages does Robin have?
chal-854,Faye was placing her pencils and crayons into 16 rows with 6 crayons and 21 pencils in each row.,How many crayons does she have?,( 16.0 * 6.0 ),96,Multiplication,Faye was placing her pencils and crayons into 16 rows with 6 crayons and 21 pencils in each row. How many crayons does she have?
chal-584,Dan has $ 5. He bought a chocolate for $ 3 and a candy bar for $ 7.,How much money did he spend to buy candy bar than he did to buy chocolate?,( 7.0 - 3.0 ),4,Subtraction,Dan has $ 5. He bought a chocolate for $ 3 and a candy bar for $ 7. How much money did he spend to buy candy bar than he did to buy chocolate?
chal-123,Tiffany was collecting cans for recycling. On monday she had some bags of cans. The next day she found 4 more bags worth of cans. If she had a total of 8 bags altogether,How many bags did she have on monday?,( 8.0 - 4.0 ),4,Subtraction,Tiffany was collecting cans for recycling. On monday she had some bags of cans. The next day she found 4 more bags worth of cans. If she had a total of 8 bags altogether How many bags did she have on monday?
chal-414,Josh had 4 marbles in his collection. He lost 16 marbles and found 8 new ones.,How many more marbles did he lose than those he found?,( 16.0 - 8.0 ),8,Subtraction,Josh had 4 marbles in his collection. He lost 16 marbles and found 8 new ones. How many more marbles did he lose than those he found?
chal-241,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 519 chocolate chip cookies and 300 raisin cookies yesterday. And she baked 280 raisin cookies and 359 chocolate chip cookies this morning.,How many more raisin cookies did Helen bake yesterday compared to today?,( 300.0 - 280.0 ),20,Subtraction,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 519 chocolate chip cookies and 300 raisin cookies yesterday. And she baked 280 raisin cookies and 359 chocolate chip cookies this morning. How many more raisin cookies did Helen bake yesterday compared to today?
chal-724,If you had 33 cookies and each bag has 11 cookies,How many bags of cookies do you have?,( 33.0 / 11.0 ),3,Common-Division,If you had 33 cookies and each bag has 11 cookies How many bags of cookies do you have?
chal-610,"A grocery store had 30 bottles of regular soda, 8 bottles of diet soda and 41 apples.",How many bottles did they have total?,( 30.0 + 8.0 ),38,Addition,"A grocery store had 30 bottles of regular soda, 8 bottles of diet soda and 41 apples. How many bottles did they have total?"
chal-767,Rebecca wants to split a collection of eggs into groups of 5. Rebecca has 20 eggs and 6 marbles.,How many more eggs does Rebecca have than marbles?,( 20.0 - 6.0 ),14,Subtraction,Rebecca wants to split a collection of eggs into groups of 5. Rebecca has 20 eggs and 6 marbles. How many more eggs does Rebecca have than marbles?
chal-191,Baker made 43 cakes and 114 pastries. If he sold 154 pastries and 78 cakes,How many more pastries than cakes did baker sell?,( 154.0 - 78.0 ),76,Subtraction,Baker made 43 cakes and 114 pastries. If he sold 154 pastries and 78 cakes How many more pastries than cakes did baker sell?
chal-83,Tiffany was collecting cans for recycling. On monday she had 4 bags of cans. The next day she found some more bags worth of cans. If she had a total of 6 bags altogether,How many bags did she find on the next day?,( 6.0 - 4.0 ),2,Subtraction,Tiffany was collecting cans for recycling. On monday she had 4 bags of cans. The next day she found some more bags worth of cans. If she had a total of 6 bags altogether How many bags did she find on the next day?
chal-521,"There were 73 parents, 724 pupils and 744 teachers in the program.",How many people were present in the program?,( ( 73.0 + 724.0 ) + 744.0 ),1541,Addition,"There were 73 parents, 724 pupils and 744 teachers in the program. How many people were present in the program?"
chal-877,Rebecca wants to split a collection of marbles into groups of 4. Rebecca has 10 eggs and 20 marbles.,How many groups will be created?,( 20.0 / 4.0 ),5,Common-Division,Rebecca wants to split a collection of marbles into groups of 4. Rebecca has 10 eggs and 20 marbles. How many groups will be created?
chal-806,For Gwen's birthday she received 7 dollars. She spent some money and has 5 dollars left with her.,How much money did she spend?,( 7.0 - 5.0 ),2,Subtraction,For Gwen's birthday she received 7 dollars. She spent some money and has 5 dollars left with her. How much money did she spend?
chal-784,Frank was reading through his favorite book. The book had 392 pages and he read 14 pages per day.,How many days did he take to finish the book?,( 392.0 / 14.0 ),28,Common-Division,Frank was reading through his favorite book. The book had 392 pages and he read 14 pages per day. How many days did he take to finish the book?
chal-515,Tiffany was collecting cans for recycling. On monday she had 8 bags of cans. She found 10 bags of cans on the next day and 4 bags of cans the day after that.,How many bags did she find after monday?,( 10.0 + 4.0 ),14,Addition,Tiffany was collecting cans for recycling. On monday she had 8 bags of cans. She found 10 bags of cans on the next day and 4 bags of cans the day after that. How many bags did she find after monday?
chal-489,Robin has 21 packages of gum and 45 packages of candy. There are 9 pieces in each package.,How many pieces of candies does Robin have?,( 45.0 * 9.0 ),405,Multiplication,Robin has 21 packages of gum and 45 packages of candy. There are 9 pieces in each package. How many pieces of candies does Robin have?
chal-848,Together Adam and Jackie have 6 apples. He has 4 apples more than adam and jackie together do.,How many apples does he have?,( 6.0 + 4.0 ),10,Addition,Together Adam and Jackie have 6 apples. He has 4 apples more than adam and jackie together do. How many apples does he have?
chal-673,Bobby ate 23 pieces of candy. If he initially had 30 pieces of candy,How many pieces of candy does he still have left?,( 30.0 - 23.0 ),7,Subtraction,Bobby ate 23 pieces of candy. If he initially had 30 pieces of candy How many pieces of candy does he still have left?
chal-59,There were 9 roses and 6 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 13 orchids and 3 roses in the vase.,How many more orchids than roses are there in the vase now?,( 13.0 - 3.0 ),10,Subtraction,There were 9 roses and 6 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 13 orchids and 3 roses in the vase. How many more orchids than roses are there in the vase now?
